id,dept,level,workload,employment_years,last_year_promo,last_year_violations,supervisor_evaluation,salary,job_satisfaction_rate
867420,marketing,junior,low,2,no,no,5,20400,0.8
194170,hr,middle,low,7,no,no,3,28800,0.67
769086,marketing,middle,medium,7,no,no,2,36000,0.39
400959,sales,junior,medium,2,no,yes,2,27600,0.36
608974,marketing,junior,medium,1,no,no,5,31200,0.7
156714,technology,middle,medium,7,no,no,3,45600,0.47
152252,sales,sinior,medium,5,no,yes,2,50400,0.04
177738,sales,sinior,high,5,no,no,5,67200,0.55
345410,technology,middle,medium,5,no,no,3,45600,0.53
885398,sales,middle,low,4,no,no,5,28800,0.68
163445,sales,middle,high,5,no,no,4,52800,0.8
766507,technology,sinior,medium,8,no,no,2,60000,0.32
276220,technology,junior,high,3,no,no,4,43200,0.83
494385,hr,middle,medium,7,no,yes,2,34800,0.14
904976,sales,junior,medium,2,no,yes,3,26400,0.38
631452,sales,middle,high,6,no,no,4,52800,0.87
583332,purchasing,junior,medium,1,no,no,4,26400,0.68
569163,sales,junior,medium,1,no,no,1,24000,0.41
486020,sales,middle,low,2,no,no,2,22800,0.19
186925,sales,middle,low,6,no,no,5,24000,0.77
974950,technology,middle,high,6,no,no,3,68400,0.63
796509,sales,junior,low,2,no,no,4,18000,0.8
373891,technology,sinior,medium,10,no,no,3,62400,0.36
920628,hr,junior,low,1,no,no,4,13200,0.58
218008,sales,middle,medium,5,no,no,3,31200,0.37
375680,technology,middle,medium,2,no,no,4,51600,0.64
554978,marketing,junior,medium,3,no,no,3,26400,0.36
228602,sales,junior,low,3,no,no,4,19200,0.9
752549,hr,junior,low,1,no,yes,4,20400,0.51
329574,purchasing,junior,medium,2,no,yes,4,26400,0.72
308671,hr,middle,medium,5,yes,no,4,36000,0.94
407123,hr,middle,low,2,no,no,3,25200,0.56
988712,sales,junior,high,1,no,no,4,31200,0.71
563181,technology,middle,high,1,no,no,4,63600,0.7
434435,marketing,junior,low,5,no,yes,4,13200,0.58
229949,purchasing,junior,medium,1,no,no,1,21600,0.21
370169,sales,middle,medium,3,no,no,2,37200,0.2
690792,technology,junior,medium,1,no,no,4,26400,0.58
681935,technology,sinior,medium,6,no,yes,4,72000,0.53
979349,technology,middle,high,3,no,yes,1,66000,0.19
236947,technology,junior,low,1,no,no,4,24000,0.65
755427,technology,middle,medium,6,no,no,5,46800,0.83
532124,technology,junior,medium,2,no,no,4,36000,0.81
985250,purchasing,middle,medium,7,no,no,3,37200,0.46
671647,technology,junior,medium,3,no,no,3,26400,0.26
438816,sales,middle,low,5,no,no,4,28800,0.81
129371,technology,junior,medium,2,no,yes,2,30000,0.17
680928,sales,middle,medium,6,no,yes,3,32400,0.11
339070,sales,middle,medium,10,no,no,4,44400,0.82
671613,sales,junior,medium,2,no,no,2,24000,0.56
767569,marketing,junior,medium,2,no,no,4,32400,0.79
492064,marketing,middle,medium,7,no,yes,2,44400,0.41
162610,sales,junior,low,2,no,no,3,14400,0.28
876180,purchasing,junior,low,2,no,no,3,12000,0.3
997545,sales,junior,low,1,no,no,3,12000,0.18
298790,sales,junior,medium,1,no,no,5,28800,0.7
642337,marketing,junior,low,1,no,no,3,20400,0.56
951951,marketing,middle,medium,7,no,no,3,46800,0.43
430511,sales,middle,low,8,no,no,4,28800,0.79
382205,sales,middle,low,2,no,no,3,28800,0.32
404239,technology,middle,medium,5,no,no,3,39600,0.25
650945,technology,junior,low,1,no,yes,1,18000,0.06
669559,sales,junior,low,1,no,no,3,14400,0.17
815088,purchasing,junior,low,1,no,no,2,12000,0.19
491459,purchasing,sinior,medium,8,no,yes,3,44400,0.3
635873,sales,middle,high,4,no,no,2,45600,0.15
353657,marketing,junior,medium,1,no,yes,2,30000,0.18
996405,purchasing,middle,medium,1,no,no,4,34800,0.48
369847,marketing,sinior,medium,6,no,no,4,48000,0.52
516104,sales,junior,medium,1,no,yes,5,25200,0.55
117952,purchasing,junior,low,2,no,no,4,12000,0.64
990394,sales,junior,medium,1,no,no,3,27600,0.4
633281,sales,junior,medium,3,no,yes,3,24000,0.34
947229,purchasing,middle,low,10,no,yes,4,24000,0.66
145479,technology,middle,medium,2,no,no,2,38400,0.22
566250,sales,junior,medium,1,no,no,3,26400,0.36
481665,sales,middle,low,8,no,no,4,28800,0.87
769190,purchasing,middle,medium,6,no,no,3,34800,0.45
631834,sales,junior,medium,1,no,yes,3,24000,0.2
153395,technology,middle,high,7,no,no,3,60000,0.53
997711,sales,middle,medium,4,no,no,1,40800,0.34
439203,sales,junior,medium,1,no,no,5,25200,0.74
775823,sales,junior,medium,2,no,no,3,24000,0.53
221064,hr,junior,medium,1,no,yes,1,22800,0.06
817078,technology,middle,medium,4,no,no,5,46800,0.69
522504,hr,junior,medium,3,no,no,2,30000,0.44
293030,technology,junior,low,2,no,no,3,14400,0.37
982344,purchasing,junior,medium,1,no,no,5,22800,0.58
311627,marketing,junior,medium,2,no,no,1,22800,0.39
505148,sales,sinior,high,9,no,no,2,68400,0.4
326729,sales,sinior,medium,8,yes,no,3,56400,0.69
798917,sales,sinior,medium,6,no,yes,4,58800,0.53
361375,purchasing,middle,medium,5,no,no,3,43200,0.67
868309,marketing,middle,low,6,no,no,3,20400,0.35
957091,sales,junior,medium,2,no,no,5,28800,0.76
427112,technology,middle,high,5,no,no,3,57600,0.46
550511,sales,middle,low,4,no,no,4,19200,0.42
895602,sales,sinior,high,7,no,yes,4,72000,0.73
607523,technology,middle,low,2,no,no,3,33600,0.31
414475,technology,sinior,low,6,no,no,4,31200,0.73
379556,hr,middle,low,7,no,no,3,28800,0.68
493492,purchasing,middle,low,8,no,no,4,24000,0.84
191614,sales,middle,low,1,no,no,4,24000,0.66
933653,technology,middle,medium,1,no,yes,3,49200,0.19
225304,purchasing,junior,medium,3,no,no,3,21600,0.32
139859,marketing,sinior,medium,3,no,no,4,48000,0.48
511588,sales,junior,low,2,no,no,3,12000,0.39
232810,purchasing,junior,high,2,no,no,4,32400,0.67
936387,marketing,junior,medium,2,no,yes,2,26400,0.15
910250,hr,middle,medium,5,no,no,5,40800,0.76
923575,sales,middle,high,9,no,no,4,57600,0.83
563375,sales,junior,medium,1,no,no,4,25200,0.73
717020,technology,middle,medium,5,no,no,4,40800,0.65
441540,sales,junior,low,1,no,no,1,18000,0.4
212265,purchasing,junior,medium,4,no,yes,1,27600,0.29
507220,marketing,middle,high,5,no,no,4,51600,0.72
957305,sales,junior,medium,1,no,no,4,21600,0.45
350610,sales,junior,medium,2,no,no,4,24000,0.82
441455,marketing,junior,medium,1,no,no,3,22800,0.14
292866,hr,junior,medium,1,no,yes,1,28800,0.19
958782,sales,junior,medium,2,no,no,2,27600,0.56
263920,technology,middle,medium,5,no,no,4,39600,0.67
414367,purchasing,junior,low,2,no,no,4,12000,0.7
301946,hr,sinior,high,7,no,no,5,75600,0.75
647159,technology,middle,medium,2,no,no,3,39600,0.18
935542,purchasing,junior,medium,1,no,no,3,21600,0.17
478080,purchasing,junior,medium,3,no,no,4,22800,0.63
201138,sales,junior,medium,1,no,no,3,26400,0.3
239332,sales,junior,medium,1,no,no,3,20400,0.17
183292,hr,junior,medium,3,no,no,3,22800,0.34
591859,sales,junior,low,1,no,no,4,18000,0.73
659171,sales,middle,high,6,no,yes,3,52800,0.28
393674,sales,middle,medium,3,no,no,2,37200,0.24
663819,sales,junior,medium,1,no,no,5,21600,0.57
671964,technology,sinior,medium,7,no,yes,2,69600,0.4
338377,technology,junior,medium,2,no,no,5,32400,0.8
964188,sales,junior,medium,2,no,no,4,24000,0.88
815058,sales,middle,low,6,no,no,1,22800,0.37
290990,purchasing,junior,low,3,no,no,4,12000,0.71
631008,sales,junior,low,5,no,no,3,18000,0.54
467392,sales,middle,high,4,no,no,5,48000,0.53
535221,purchasing,junior,medium,2,no,no,2,28800,0.5
348185,sales,middle,low,4,no,no,5,25200,0.61
296884,sales,junior,medium,3,no,yes,3,24000,0.31
778002,hr,junior,high,3,no,no,4,33600,0.66
809130,purchasing,middle,medium,1,no,no,4,34800,0.45
737456,technology,middle,high,5,no,yes,4,57600,0.51
125976,sales,junior,low,3,no,yes,3,18000,0.27
358638,sales,middle,high,8,no,no,4,54000,0.9
204271,purchasing,middle,high,3,no,no,2,46800,0.24
893652,hr,sinior,medium,4,no,no,5,55200,0.59
152374,technology,sinior,medium,6,no,no,3,68400,0.4
140017,technology,junior,low,2,no,no,4,15600,0.66
613093,sales,junior,medium,1,no,no,4,27600,0.61
869432,purchasing,junior,medium,1,no,no,3,21600,0.21
537890,sales,middle,low,5,no,no,4,24000,0.87
656804,purchasing,junior,low,1,no,no,3,19200,0.4
523452,sales,middle,low,8,no,no,3,24000,0.53
695634,technology,junior,medium,1,no,no,3,26400,0.15
362408,hr,sinior,medium,5,no,no,4,46800,0.66
575871,sales,middle,medium,4,no,no,5,43200,0.65
608923,technology,middle,medium,2,no,no,4,40800,0.45
918939,sales,junior,low,1,no,no,1,18000,0.31
269116,sales,sinior,medium,2,yes,no,3,57600,0.53
252491,technology,middle,medium,4,no,no,4,51600,0.6
592066,marketing,junior,medium,3,no,no,4,27600,0.75
266203,purchasing,middle,low,3,no,no,3,24000,0.31
614074,sales,sinior,medium,7,no,no,2,44400,0.27
101159,sales,junior,low,1,no,no,4,12000,0.56
793016,technology,junior,low,1,no,no,4,22800,0.67
184457,sales,junior,medium,2,no,no,4,21600,0.72
602625,technology,junior,medium,4,no,no,5,32400,0.92
361710,hr,middle,low,6,no,yes,3,19200,0.35
206064,sales,middle,medium,3,no,no,2,37200,0.2
717515,technology,middle,high,4,yes,no,4,63600,0.77
481853,sales,junior,low,2,no,no,5,15600,0.82
931821,technology,middle,medium,5,no,no,3,49200,0.51
286907,hr,junior,medium,1,no,no,3,26400,0.29
437263,marketing,junior,low,4,no,no,3,16800,0.46
212415,marketing,middle,high,2,no,no,5,62400,0.6
815312,marketing,middle,low,9,no,no,4,20400,0.6
972722,marketing,junior,medium,3,no,no,4,27600,0.88
713966,purchasing,junior,medium,2,no,no,4,22800,0.71
630383,hr,junior,medium,2,no,no,4,30000,0.83
277523,technology,middle,medium,7,no,no,4,50400,0.78
438657,purchasing,middle,high,8,no,no,4,58800,0.87
737100,sales,junior,medium,2,no,no,3,21600,0.29
475123,purchasing,middle,low,6,no,yes,3,24000,0.36
305701,sales,middle,high,10,no,yes,3,56400,0.38
823452,purchasing,sinior,medium,3,no,no,1,50400,0.15
766509,marketing,junior,high,4,no,yes,3,34800,0.11
104519,purchasing,middle,low,7,no,no,3,24000,0.45
827521,sales,junior,low,1,no,no,3,12000,0.18
237312,sales,middle,low,8,no,no,4,24000,0.77
708600,sales,junior,medium,4,no,no,3,27600,0.55
352840,technology,junior,high,5,no,no,2,44400,0.49
704687,technology,junior,medium,2,no,no,3,33600,0.58
468628,sales,middle,low,6,no,no,4,19200,0.65
204780,sales,sinior,low,10,no,yes,3,31200,0.24
764809,marketing,middle,medium,9,no,no,5,48000,0.86
522628,sales,junior,low,1,no,no,2,18000,0.4
377103,technology,middle,high,7,no,no,4,62400,0.82
768795,technology,middle,medium,4,no,no,2,43200,0.23
439483,sales,middle,high,5,no,no,3,56400,0.53
927644,sales,middle,medium,7,no,no,1,40800,0.44
350268,purchasing,junior,medium,2,no,yes,3,21600,0.15
989271,sales,junior,low,1,no,no,3,12000,0.13
101057,sales,junior,low,1,no,yes,4,19200,0.45
792851,technology,junior,medium,4,no,no,3,26400,0.29
495545,sales,middle,medium,5,no,no,5,38400,0.85
648494,sales,junior,medium,2,no,no,5,22800,0.64
510788,purchasing,middle,low,3,no,no,1,27600,0.36
645504,marketing,junior,low,1,no,no,3,13200,0.36
596210,sales,middle,medium,2,no,no,4,43200,0.62
438165,marketing,junior,medium,1,no,no,3,31200,0.31
847181,hr,middle,medium,2,no,yes,3,40800,0.33
167282,purchasing,junior,medium,1,no,no,4,21600,0.45
819025,sales,junior,medium,1,no,no,4,21600,0.52
697478,sales,junior,medium,2,no,no,1,20400,0.25
818887,hr,junior,medium,2,no,no,4,22800,0.7
106020,marketing,middle,high,7,no,yes,4,62400,0.65
665619,sales,middle,low,7,no,no,5,19200,0.61
717452,marketing,junior,medium,3,no,no,1,26400,0.37
798439,sales,junior,medium,3,no,no,3,26400,0.47
906465,sales,middle,low,5,no,yes,3,18000,0.24
414268,technology,middle,medium,9,no,no,4,51600,0.81
241250,sales,sinior,medium,4,yes,no,2,56400,0.44
986732,technology,middle,high,8,no,yes,4,62400,0.74
971937,marketing,middle,low,3,no,yes,3,19200,0.06
930926,sales,junior,medium,1,no,no,4,25200,0.69
743199,technology,middle,low,2,no,yes,3,33600,0.19
569811,sales,sinior,low,2,no,no,5,39600,0.68
988512,sales,junior,medium,1,no,yes,2,26400,0.16
395914,purchasing,junior,low,1,no,no,4,19200,0.66
506362,hr,middle,high,6,no,no,2,49200,0.4
483138,marketing,middle,medium,4,no,no,4,42000,0.69
593198,sales,junior,medium,3,no,no,5,25200,0.96
456041,sales,junior,medium,2,no,no,5,22800,0.7
920762,technology,junior,high,2,no,no,4,46800,0.87
974929,technology,junior,low,1,no,no,3,14400,0.24
418868,sales,middle,medium,9,no,no,2,32400,0.35
356668,purchasing,junior,medium,3,no,no,3,28800,0.46
989313,marketing,middle,high,5,yes,no,3,51600,0.57
917541,technology,sinior,medium,9,no,no,4,73200,0.85
212793,sales,junior,low,1,no,no,3,18000,0.41
124896,technology,junior,medium,2,no,no,5,34800,0.86
710782,hr,junior,low,1,no,no,3,19200,0.37
588447,sales,junior,medium,3,no,no,5,21600,0.71
803984,sales,sinior,low,6,no,no,5,32400,0.71
643799,sales,middle,low,8,no,no,3,22800,0.34
524995,sales,junior,medium,2,no,no,4,25200,0.8
421318,sales,junior,medium,1,no,no,4,25200,0.68
938983,marketing,middle,high,3,no,no,4,52800,0.57
880485,hr,middle,low,8,no,no,3,25200,0.67
383315,sales,junior,medium,1,no,no,4,21600,0.57
972864,sales,middle,high,4,no,yes,3,52800,0.17
326379,sales,middle,medium,7,no,yes,4,33600,0.53
931440,marketing,junior,low,2,no,no,3,13200,0.29
309989,sales,junior,medium,2,no,no,3,25200,0.53
313180,technology,middle,medium,4,no,no,4,52800,0.67
529889,sales,middle,low,4,no,no,4,24000,0.7
341535,marketing,junior,medium,2,no,yes,3,22800,0.14
523809,sales,middle,medium,9,no,no,2,32400,0.38
813701,technology,sinior,medium,7,no,no,3,68400,0.49
900301,purchasing,junior,low,1,no,yes,4,15600,0.55
693691,technology,junior,low,1,no,no,4,19200,0.69
713124,sales,middle,low,7,no,yes,4,28800,0.64
601480,technology,junior,medium,5,no,yes,2,26400,0.21
820867,sales,junior,high,1,no,no,1,30000,0.27
890731,technology,junior,low,1,no,no,2,21600,0.35
523633,marketing,middle,medium,2,no,no,3,40800,0.31
684657,hr,junior,medium,3,no,no,2,26400,0.56
799975,purchasing,middle,medium,4,no,no,1,42000,0.26
250703,sales,junior,medium,1,no,no,4,25200,0.74
623336,hr,middle,medium,6,no,no,5,40800,0.76
148577,marketing,junior,medium,4,no,yes,3,27600,0.25
557705,sales,middle,medium,2,no,no,3,33600,0.19
397290,technology,junior,medium,2,no,no,4,26400,0.65
439721,technology,middle,medium,9,no,no,4,45600,0.91
760443,technology,junior,low,1,no,no,2,21600,0.27
283112,sales,sinior,medium,10,no,no,3,44400,0.31
849277,sales,junior,low,1,no,no,4,18000,0.59
465811,sales,junior,low,3,no,no,3,14400,0.36
228872,marketing,junior,low,2,no,no,4,14400,0.63
757539,marketing,middle,high,8,no,no,3,56400,0.38
957402,hr,junior,high,2,no,no,4,39600,0.81
493024,technology,sinior,high,10,no,no,4,79200,0.64
703138,sales,sinior,medium,6,no,yes,3,51600,0.14
992215,purchasing,junior,low,1,no,no,5,19200,0.66
557430,sales,junior,medium,1,no,no,4,25200,0.64
649948,technology,sinior,low,5,no,no,4,32400,0.5
587016,sales,middle,high,4,no,no,4,54000,0.65
631073,sales,,medium,1,no,no,4,27600,0.66
386123,purchasing,junior,low,1,no,no,4,19200,0.69
387275,purchasing,junior,medium,2,no,no,3,21600,0.27
270145,marketing,middle,medium,7,no,no,4,42000,0.87
349303,sales,middle,high,5,no,no,5,48000,0.71
826578,technology,junior,medium,1,no,no,3,26400,0.15
869315,marketing,junior,medium,3,no,no,3,27600,0.52
858325,purchasing,junior,medium,2,no,no,5,26400,0.75
809645,technology,junior,medium,2,no,no,1,33600,0.44
600339,hr,middle,medium,5,no,no,5,36000,0.67
362426,sales,junior,medium,4,no,no,2,20400,0.36
550271,hr,middle,medium,1,no,no,3,38400,0.36
392168,sales,junior,medium,1,no,no,3,27600,0.38
453651,purchasing,middle,low,6,no,yes,1,27600,0.28
742618,sales,middle,low,3,no,no,5,28800,0.61
878842,sales,middle,high,1,no,no,2,50400,0.17
157227,technology,junior,medium,3,no,no,5,27600,0.68
534468,purchasing,middle,medium,7,no,no,4,39600,0.83
395992,hr,junior,medium,1,no,yes,2,21600,0.09
658960,technology,middle,low,9,no,no,3,27600,0.3
210427,technology,middle,medium,2,no,no,3,50400,0.37
470566,hr,junior,medium,1,no,no,4,24000,0.44
726748,technology,junior,low,1,no,no,4,19200,0.69
710356,sales,junior,low,2,no,no,1,14400,0.41
256820,hr,middle,low,1,no,no,4,25200,0.6
179606,technology,junior,high,3,no,no,1,37200,0.26
149671,technology,middle,high,2,no,no,4,68400,0.64
491266,sales,middle,low,9,no,yes,3,28800,0.36
410327,technology,junior,medium,2,no,no,4,34800,0.75
532729,sales,middle,medium,4,no,yes,3,37200,0.08
454079,technology,junior,low,1,no,no,3,15600,0.18
188365,sales,junior,high,2,no,no,3,36000,0.66
148024,technology,sinior,high,4,no,no,4,94800,0.67
931434,sales,junior,low,2,no,no,5,12000,0.62
749913,technology,middle,low,9,no,no,4,28800,0.77
780803,technology,junior,medium,2,no,no,4,31200,0.75
223944,sales,junior,medium,1,no,no,3,20400,0.13
248474,purchasing,junior,medium,3,no,no,3,21600,0.36
996910,sales,junior,low,2,no,no,4,12000,0.7
639120,purchasing,middle,medium,8,no,no,3,44400,0.69
119981,marketing,junior,low,2,no,yes,4,20400,0.66
911725,technology,junior,low,4,no,no,5,22800,0.87
917008,marketing,junior,medium,1,no,no,3,27600,0.29
312779,technology,middle,medium,5,no,no,3,38400,0.36
987686,technology,junior,medium,1,no,no,4,34800,0.71
678976,sales,middle,high,6,yes,no,4,48000,0.92
379561,purchasing,sinior,medium,2,no,no,3,44400,0.36
734361,technology,middle,low,6,no,yes,3,33600,0.35
813883,hr,sinior,high,10,no,no,4,67200,0.66
199909,marketing,junior,medium,1,no,no,3,27600,0.36
144962,sales,middle,high,5,no,no,4,48000,0.69
248712,technology,middle,high,9,no,no,3,60000,0.47
693592,purchasing,middle,low,7,no,no,4,25200,0.76
179111,technology,middle,medium,7,no,no,3,43200,0.34
865595,sales,middle,medium,5,no,no,2,42000,0.45
522417,technology,junior,medium,1,no,no,3,26400,0.21
977849,marketing,junior,medium,2,no,no,5,28800,0.93
696582,hr,middle,low,9,no,yes,4,30000,0.72
455178,sales,junior,medium,1,no,no,4,27600,0.72
394545,sales,middle,medium,2,no,no,4,38400,0.6
238138,technology,junior,medium,1,no,yes,3,33600,0.15
636988,sales,middle,medium,4,no,no,5,33600,0.42
103035,sales,middle,medium,2,no,no,5,39600,0.68
259529,marketing,middle,medium,7,no,no,3,46800,0.42
677670,sales,junior,medium,2,no,no,5,21600,0.69
662214,sales,junior,medium,1,no,no,3,26400,0.35
474680,technology,junior,medium,1,no,no,2,25200,0.24
320614,marketing,middle,low,4,no,no,5,20400,0.47
507651,sales,junior,low,1,no,no,4,15600,0.66
453350,technology,sinior,medium,10,no,no,3,52800,0.35
692686,purchasing,junior,low,5,no,no,1,18000,0.42
159925,purchasing,junior,high,5,no,no,3,34800,0.27
598969,sales,middle,high,6,no,no,4,48000,0.74
569061,purchasing,junior,medium,1,no,no,4,21600,0.53
235010,marketing,junior,medium,2,no,no,4,27600,0.75
341070,sales,junior,medium,1,no,no,2,26400,0.35
421719,sales,junior,high,2,no,yes,4,31200,0.54
462443,purchasing,middle,medium,4,no,no,3,34800,0.35
475392,purchasing,middle,medium,10,no,no,5,39600,0.75
676712,sales,middle,medium,7,no,no,5,38400,0.83
939453,purchasing,middle,medium,6,no,no,4,39600,0.76
114587,marketing,middle,low,6,no,no,4,26400,0.79
654625,purchasing,middle,low,5,no,no,4,19200,0.59
959613,marketing,middle,high,4,no,yes,2,50400,0.09
277724,technology,junior,low,2,no,no,2,22800,0.46
395834,sales,junior,low,2,no,no,3,12000,0.34
143102,sales,middle,medium,6,no,no,3,42000,0.42
944095,technology,junior,medium,1,no,no,3,26400,0.24
882665,sales,middle,high,6,no,no,4,48000,0.68
672174,purchasing,junior,medium,3,no,no,4,21600,0.66
923279,hr,sinior,medium,1,no,no,4,54000,0.71
231915,purchasing,sinior,high,6,no,no,4,72000,0.84
533928,marketing,sinior,medium,10,no,no,4,54000,0.74
296961,purchasing,sinior,medium,6,no,yes,3,50400,0.32
281376,purchasing,middle,low,8,no,no,4,30000,0.83
223996,marketing,middle,medium,7,no,no,4,40800,0.91
608355,marketing,junior,high,2,no,no,3,33600,0.3
190422,marketing,junior,low,1,no,no,3,20400,0.52
954699,sales,middle,high,3,no,no,2,45600,0.16
781654,technology,junior,high,1,no,no,1,37200,0.2
794803,sales,middle,low,4,no,no,4,19200,0.58
125059,purchasing,middle,low,7,no,no,4,28800,0.9
109804,purchasing,middle,medium,6,no,no,4,34800,0.64
840526,hr,middle,high,7,no,no,5,52800,0.59
844730,hr,middle,medium,9,no,no,3,43200,0.63
623178,sales,middle,high,6,no,no,4,52800,0.78
675220,sales,junior,low,2,no,yes,2,18000,0.25
291355,marketing,sinior,medium,1,no,no,3,55200,0.41
291258,sales,junior,medium,1,no,no,5,25200,0.7
280848,sales,middle,low,5,no,no,4,24000,0.9
134403,technology,sinior,low,3,no,no,5,39600,0.74
227883,sales,junior,high,1,no,no,4,33600,0.88
544271,technology,junior,medium,3,no,no,2,30000,0.29
274865,sales,junior,medium,1,no,no,3,24000,0.28
465077,marketing,middle,low,5,no,no,4,31200,0.71
686560,marketing,middle,low,6,no,yes,3,25200,0.32
265725,sales,junior,medium,1,no,no,4,21600,0.57
154783,hr,middle,medium,1,no,no,5,42000,0.64
741073,sales,junior,medium,1,no,no,4,25200,0.69
871696,sales,junior,medium,2,no,no,3,20400,0.3
424057,hr,middle,medium,5,no,no,4,45600,0.85
719744,sales,junior,medium,2,no,no,4,27600,0.76
613062,technology,middle,medium,8,no,no,3,43200,0.37
383217,technology,junior,medium,1,no,yes,3,33600,0.24
394794,purchasing,middle,medium,4,no,no,3,32400,0.39
396116,sales,junior,medium,2,no,no,3,24000,0.55
453221,sales,middle,medium,6,no,no,5,39600,0.92
532725,hr,middle,medium,6,no,no,4,39600,0.65
518042,marketing,junior,medium,3,no,no,3,24000,0.33
560669,sales,sinior,high,3,no,no,3,62400,0.18
504437,technology,junior,medium,2,no,no,4,31200,0.75
687933,marketing,junior,low,2,no,yes,1,16800,0.26
169965,purchasing,middle,low,2,no,no,4,24000,0.72
631901,sales,sinior,low,6,no,yes,3,25200,0.06
363258,purchasing,junior,low,1,no,yes,2,19200,0.11
710336,hr,middle,low,3,no,no,1,24000,0.17
708401,purchasing,middle,low,3,no,no,1,18000,0.2
443053,sales,middle,medium,3,no,no,4,43200,0.71
473856,hr,middle,medium,8,no,no,3,43200,0.66
841546,hr,middle,medium,6,no,no,5,40800,0.92
921339,sales,junior,low,1,no,no,4,15600,0.69
722801,technology,middle,medium,4,no,no,4,39600,0.51
462978,technology,middle,medium,5,yes,no,2,39600,0.45
112987,sales,junior,low,1,no,no,4,15600,0.6
844086,sales,sinior,low,6,no,no,3,32400,0.39
511606,sales,middle,high,6,no,no,4,58800,0.81
142998,sales,middle,low,1,no,no,4,19200,0.49
985123,purchasing,junior,low,2,no,no,4,15600,0.84
194483,sales,sinior,medium,10,no,no,4,46800,0.66
642204,sales,middle,high,1,no,no,5,58800,0.71
435839,sales,junior,low,2,no,no,4,15600,0.84
546498,marketing,middle,medium,6,yes,no,4,36000,0.77
567336,marketing,junior,medium,1,no,no,3,26400,0.1
570556,sales,junior,low,1,no,no,3,18000,0.25
406660,purchasing,middle,high,7,no,no,3,46800,0.5
505902,sales,middle,medium,7,no,no,3,42000,0.46
255403,technology,middle,low,5,no,no,3,27600,0.4
488802,sales,junior,low,1,no,no,4,15600,0.7
129744,marketing,junior,medium,4,no,yes,3,27600,0.37
450388,marketing,middle,low,3,no,no,4,25200,0.7
149215,sales,junior,medium,1,no,no,3,25200,0.34
911309,sales,middle,medium,7,no,yes,2,42000,0.39
326528,sales,middle,low,2,no,no,4,28800,0.68
769595,hr,middle,medium,7,no,no,3,38400,0.56
339443,purchasing,junior,medium,2,no,no,4,26400,0.78
673606,technology,middle,high,7,no,no,3,56400,0.55
238037,marketing,sinior,low,3,no,no,4,26400,0.46
861064,sales,junior,low,3,no,no,4,19200,0.78
956391,technology,junior,low,1,no,no,2,14400,0.24
640524,purchasing,junior,medium,1,no,no,2,27600,0.41
344693,hr,middle,high,6,no,no,3,49200,0.47
169962,sales,junior,high,1,no,yes,1,32400,0.24
130818,sales,sinior,low,9,no,no,4,39600,0.84
809731,technology,junior,low,2,no,no,4,22800,0.92
295319,sales,sinior,medium,10,no,no,4,44400,0.71
697290,sales,junior,low,1,no,yes,3,12000,0.09
329613,sales,middle,low,2,no,no,4,19200,0.51
613389,sales,middle,high,7,no,no,4,57600,0.85
623333,sales,middle,high,1,no,no,4,57600,0.66
217048,hr,middle,high,7,no,no,4,61200,0.77
162126,sales,junior,low,1,no,no,4,12000,0.53
882771,sales,sinior,low,10,no,no,4,32400,0.77
561835,sales,junior,medium,1,no,no,3,20400,0.24
930705,sales,junior,medium,4,no,no,4,27600,0.88
355608,hr,sinior,low,9,no,no,3,25200,0.53
127116,sales,middle,low,5,no,no,4,24000,0.86
202830,technology,junior,medium,3,no,no,4,31200,0.75
251696,purchasing,middle,low,4,no,no,5,28800,0.74
115943,sales,junior,medium,3,no,yes,2,26400,0.34
115447,technology,middle,high,6,no,no,3,57600,0.44
416589,hr,junior,medium,5,no,no,3,21600,0.27
778997,sales,junior,low,1,no,no,3,14400,0.21
913309,sales,sinior,high,7,no,no,3,69600,0.35
690969,hr,middle,medium,7,no,no,3,33600,0.53
589378,technology,junior,medium,2,no,no,4,26400,0.68
515552,marketing,junior,low,4,no,yes,3,13200,0.17
680036,hr,junior,medium,1,no,no,5,24000,0.51
393320,technology,middle,medium,3,yes,no,4,39600,0.72
431656,marketing,junior,medium,1,no,no,4,24000,0.58
299651,sales,middle,low,7,no,no,3,27600,0.48
589479,hr,junior,low,2,no,no,4,16800,0.89
463006,sales,middle,high,4,no,no,4,48000,0.5
966104,technology,junior,medium,2,no,no,4,31200,0.78
185381,technology,middle,high,5,no,yes,3,67200,0.53
463527,hr,sinior,medium,9,no,no,3,46800,0.38
302482,hr,junior,medium,3,no,no,3,28800,0.58
583598,marketing,junior,low,1,no,no,4,16800,0.92
591428,sales,middle,medium,1,no,yes,3,42000,0.14
744514,technology,junior,medium,3,no,yes,2,33600,0.38
619541,sales,junior,medium,1,no,no,4,27600,0.71
181923,sales,middle,medium,5,no,no,5,38400,0.77
893386,technology,junior,medium,1,no,no,4,26400,0.55
312279,technology,junior,low,1,no,yes,3,14400,0.08
605629,hr,junior,medium,2,no,no,2,22800,0.41
881883,marketing,junior,medium,1,no,yes,2,26400,0.09
754215,sales,junior,low,3,no,no,3,12000,0.27
888391,purchasing,junior,medium,2,no,no,4,22800,0.72
280765,technology,junior,low,3,no,no,4,15600,0.63
622458,purchasing,middle,medium,5,yes,no,4,34800,0.8
422197,purchasing,middle,high,7,no,no,4,58800,0.83
